Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange
14468,11/28/2022 12:00:00 AM,12/21/2022 12:00:00 AM,Theft or Mistake,2022-05-21T00:00:00,2022-05-23T00:00:00,"BetMGM, LLC (""BetMGM"")",,2022,Business,Other,Social Security Number,2023,"1,000-9,999",100-199
14468,11/28/2022 12:00:00 AM,12/21/2022 12:00:00 AM,Theft or Mistake,2022-05-21T00:00:00,2022-05-23T00:00:00,"BetMGM, LLC (""BetMGM"")",,2022,Business,Other,Full Date of Birth,2023,"1,000-9,999",100-199
14468,11/28/2022 12:00:00 AM,12/21/2022 12:00:00 AM,Theft or Mistake,2022-05-21T00:00:00,2022-05-23T00:00:00,"BetMGM, LLC (""BetMGM"")",,2022,Business,Other,Other,2023,"1,000-9,999",100-199
14469,07/16/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-05-25T00:00:00,2022-07-16T00:00:00,"Steel River Systems, LLC",Ransomware,1368,Business,Other,Name,2023,"1,000-9,999",1-99
14469,07/16/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-05-25T00:00:00,2022-07-16T00:00:00,"Steel River Systems, LLC",Ransomware,1368,Business,Other,Social Security Number,2023,"1,000-9,999",1-99
14469,07/16/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-05-25T00:00:00,2022-07-16T00:00:00,"Steel River Systems, LLC",Ransomware,1368,Business,Other,Driver's License or Washington ID Card Number,2023,"1,000-9,999",1-99
14469,07/16/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-05-25T00:00:00,2022-07-16T00:00:00,"Steel River Systems, LLC",Ransomware,1368,Business,Other,Financial & Banking Information,2023,"1,000-9,999",1-99
14469,07/16/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-05-25T00:00:00,2022-07-16T00:00:00,"Steel River Systems, LLC",Ransomware,1368,Business,Other,Full Date of Birth,2023,"1,000-9,999",1-99
14470,07/20/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-07-20T00:00:00,2022-07-20T00:00:00,Human Investing,Phishing,1898,Finance,,Full Date of Birth,2023,"1,000-9,999",0
14470,07/20/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-07-20T00:00:00,2022-07-20T00:00:00,Human Investing,Phishing,1898,Finance,,Name,2023,"1,000-9,999",0
14470,07/20/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-07-20T00:00:00,2022-07-20T00:00:00,Human Investing,Phishing,1898,Finance,,Social Security Number,2023,"1,000-9,999",0
14470,07/20/2022 12:00:00 AM,12/22/2022 12:00:00 AM,Cyberattack,2022-07-20T00:00:00,2022-07-20T00:00:00,Human Investing,Phishing,1898,Finance,,Financial & Banking Information,2023,"1,000-9,999",0
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Name,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Social Security Number,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Full Date of Birth,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Health Insurance Policy or ID Number,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Medical Information,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Email Address and Password/Security Question Answers,2023,500-999,1-99
14471,12/04/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-12-02T00:00:00,2022-12-04T00:00:00,"Robert S Miller, LICSW, ACSW, PLLC",,902,Health,,Other,2023,500-999,1-99
14479,11/15/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-11-07T00:00:00,2022-11-15T00:00:00,CellNetix Pathology and Laboratories,,1936,Health,,Name,2023,"1,000-9,999",1-99
14479,11/15/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-11-07T00:00:00,2022-11-15T00:00:00,CellNetix Pathology and Laboratories,,1936,Health,,Full Date of Birth,2023,"1,000-9,999",1-99
14479,11/15/2022 12:00:00 AM,12/28/2022 12:00:00 AM,Unauthorized Access,2022-11-07T00:00:00,2022-11-15T00:00:00,CellNetix Pathology and Laboratories,,1936,Health,,Medical Information,2023,"1,000-9,999",1-99
14480,09/05/2022 12:00:00 AM,12/29/2022 12:00:00 AM,Cyberattack,2022-09-03T00:00:00,2022-09-05T00:00:00,"Bay Bridge Administrators, LLC",Ransomware,6980,Business,Other,Name,2023,"1,000-9,999",1-99
14480,09/05/2022 12:00:00 AM,12/29/2022 12:00:00 AM,Cyberattack,2022-09-03T00:00:00,2022-09-05T00:00:00,"Bay Bridge Administrators, LLC",Ransomware,6980,Business,Other,Social Security Number,2023,"1,000-9,999",1-99
14480,09/05/2022 12:00:00 AM,12/29/2022 12:00:00 AM,Cyberattack,2022-09-03T00:00:00,2022-09-05T00:00:00,"Bay Bridge Administrators, LLC",Ransomware,6980,Business,Other,Driver's License or Washington ID Card Number,2023,"1,000-9,999",1-99
14480,09/05/2022 12:00:00 AM,12/29/2022 12:00:00 AM,Cyberattack,2022-09-03T00:00:00,2022-09-05T00:00:00,"Bay Bridge Administrators, LLC",Ransomware,6980,Business,Other,Health Insurance Policy or ID Number,2023,"1,000-9,999",1-99
14480,09/05/2022 12:00:00 AM,12/29/2022 12:00:00 AM,Cyberattack,2022-09-03T00:00:00,2022-09-05T00:00:00,"Bay Bridge Administrators, LLC",Ransomware,6980,Business,Other,Medical Information,2023,"1,000-9,999",1-99
14503,01/05/2023 12:00:00 AM,01/19/2023 12:00:00 AM,Unauthorized Access,2022-11-25T00:00:00,2023-01-05T00:00:00,T-Mobile USA,,772593,Business,Telecommunications,Full Date of Birth,2023,"50,000-999,999",1-99
14503,01/05/2023 12:00:00 AM,01/19/2023 12:00:00 AM,Unauthorized Access,2022-11-25T00:00:00,2023-01-05T00:00:00,T-Mobile USA,,772593,Business,Telecommunications,Other,2023,"50,000-999,999",1-99
14503,01/05/2023 12:00:00 AM,01/19/2023 12:00:00 AM,Unauthorized Access,2022-11-25T00:00:00,2023-01-05T00:00:00,T-Mobile USA,,772593,Business,Telecommunications,Name,2023,"50,000-999,999",1-99
14508,11/24/2022 12:00:00 AM,01/04/2023 12:00:00 AM,Cyberattack,,,Knox College,Ransomware,1003,Education,,Passport Number,2023,"1,000-9,999",Unknown
14508,11/24/2022 12:00:00 AM,01/04/2023 12:00:00 AM,Cyberattack,,,Knox College,Ransomware,1003,Education,,Name,2023,"1,000-9,999",Unknown
14508,11/24/2022 12:00:00 AM,01/04/2023 12:00:00 AM,Cyberattack,,,Knox College,Ransomware,1003,Education,,Social Security Number,2023,"1,000-9,999",Unknown
14508,11/24/2022 12:00:00 AM,01/04/2023 12:00:00 AM,Cyberattack,,,Knox College,Ransomware,1003,Education,,Driver's License or Washington ID Card Number,2023,"1,000-9,999",Unknown
14508,11/24/2022 12:00:00 AM,01/04/2023 12:00:00 AM,Cyberattack,,,Knox College,Ransomware,1003,Education,,Full Date of Birth,2023,"1,000-9,999",Unknown
14511,08/08/2022 12:00:00 AM,09/22/2022 12:00:00 AM,Unauthorized Access,2022-08-22T00:00:00,,"Savannah College of Art and Design, Inc.",,575,Education,,Name,2023,500-999,Unknown
14511,08/08/2022 12:00:00 AM,09/22/2022 12:00:00 AM,Unauthorized Access,2022-08-22T00:00:00,,"Savannah College of Art and Design, Inc.",,575,Education,,Social Security Number,2023,500-999,Unknown
14511,08/08/2022 12:00:00 AM,09/22/2022 12:00:00 AM,Unauthorized Access,2022-08-22T00:00:00,,"Savannah College of Art and Design, Inc.",,575,Education,,Full Date of Birth,2023,500-999,Unknown
14511,08/08/2022 12:00:00 AM,09/22/2022 12:00:00 AM,Unauthorized Access,2022-08-22T00:00:00,,"Savannah College of Art and Design, Inc.",,575,Education,,Username and Password/Security Question Answers,2023,500-999,Unknown
14515,02/21/2022 12:00:00 AM,01/11/2023 12:00:00 AM,Cyberattack,2022-02-20T00:00:00,2022-02-21T00:00:00,TruConnect,Ransomware,16380,Business,Telecommunications,Name,2023,"10,000-49,999",1-99
14515,02/21/2022 12:00:00 AM,01/11/2023 12:00:00 AM,Cyberattack,2022-02-20T00:00:00,2022-02-21T00:00:00,TruConnect,Ransomware,16380,Business,Telecommunications,Social Security Number,2023,"10,000-49,999",1-99
14515,02/21/2022 12:00:00 AM,01/11/2023 12:00:00 AM,Cyberattack,2022-02-20T00:00:00,2022-02-21T00:00:00,TruConnect,Ransomware,16380,Business,Telecommunications,Driver's License or Washington ID Card Number,2023,"10,000-49,999",1-99
14515,02/21/2022 12:00:00 AM,01/11/2023 12:00:00 AM,Cyberattack,2022-02-20T00:00:00,2022-02-21T00:00:00,TruConnect,Ransomware,16380,Business,Telecommunications,Financial & Banking Information,2023,"10,000-49,999",1-99
14515,02/21/2022 12:00:00 AM,01/11/2023 12:00:00 AM,Cyberattack,2022-02-20T00:00:00,2022-02-21T00:00:00,TruConnect,Ransomware,16380,Business,Telecommunications,Full Date of Birth,2023,"10,000-49,999",1-99
14516,12/05/2022 12:00:00 AM,01/12/2023 12:00:00 AM,Cyberattack,2022-11-18T00:00:00,2022-12-31T00:00:00,"General Mills, Inc. (""General Mills"")",Other,18268,Business,Consumable,Name,2023,"10,000-49,999",1-99
14516,12/05/2022 12:00:00 AM,01/12/2023 12:00:00 AM,Cyberattack,2022-11-18T00:00:00,2022-12-31T00:00:00,"General Mills, Inc. (""General Mills"")",Other,18268,Business,Consumable,Full Date of Birth,2023,"10,000-49,999",1-99
14518,12/08/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-12-06T00:00:00,2022-12-08T00:00:00,"PayPal, Inc.",Other,890,Finance,,Name,2023,500-999,1-99
14518,12/08/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-12-06T00:00:00,2022-12-08T00:00:00,"PayPal, Inc.",Other,890,Finance,,Social Security Number,2023,500-999,1-99
14518,12/08/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-12-06T00:00:00,2022-12-08T00:00:00,"PayPal, Inc.",Other,890,Finance,,Full Date of Birth,2023,500-999,1-99
14518,12/08/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-12-06T00:00:00,2022-12-08T00:00:00,"PayPal, Inc.",Other,890,Finance,,Other,2023,500-999,1-99
14521,02/14/2022 12:00:00 AM,08/12/2022 12:00:00 AM,Unauthorized Access,2022-01-19T00:00:00,2022-02-14T00:00:00,Centralia College,,38418,Education,,Name,2023,"10,000-49,999",1-99
14521,02/14/2022 12:00:00 AM,08/12/2022 12:00:00 AM,Unauthorized Access,2022-01-19T00:00:00,2022-02-14T00:00:00,Centralia College,,38418,Education,,Social Security Number,2023,"10,000-49,999",1-99
14521,02/14/2022 12:00:00 AM,08/12/2022 12:00:00 AM,Unauthorized Access,2022-01-19T00:00:00,2022-02-14T00:00:00,Centralia College,,38418,Education,,Financial & Banking Information,2023,"10,000-49,999",1-99
14521,02/14/2022 12:00:00 AM,08/12/2022 12:00:00 AM,Unauthorized Access,2022-01-19T00:00:00,2022-02-14T00:00:00,Centralia College,,38418,Education,,Full Date of Birth,2023,"10,000-49,999",1-99
14521,02/14/2022 12:00:00 AM,08/12/2022 12:00:00 AM,Unauthorized Access,2022-01-19T00:00:00,2022-02-14T00:00:00,Centralia College,,38418,Education,,Student ID Number,2023,"10,000-49,999",1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Health Insurance Policy or ID Number,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Medical Information,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Name,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Social Security Number,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Driver's License or Washington ID Card Number,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Financial & Banking Information,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Full Date of Birth,2023,500-999,1-99
14522,10/28/2022 12:00:00 AM,01/18/2023 12:00:00 AM,Cyberattack,2022-10-23T00:00:00,2022-10-28T00:00:00,"Morgan Industrial, Inc. dba Omega Morgan",Ransomware,933,Business,Construction,Passport Number,2023,500-999,1-99
14523,01/05/2023 12:00:00 AM,01/20/2023 12:00:00 AM,Theft or Mistake,2023-01-04T00:00:00,2023-01-05T00:00:00,Pacific Lutheran University,,708,Education,,Student ID Number,2023,500-999,1-99
14523,01/05/2023 12:00:00 AM,01/20/2023 12:00:00 AM,Theft or Mistake,2023-01-04T00:00:00,2023-01-05T00:00:00,Pacific Lutheran University,,708,Education,,Name,2023,500-999,1-99
14546,12/28/2022 12:00:00 AM,01/24/2023 12:00:00 AM,Unauthorized Access,2021-11-01T00:00:00,,"Zacks Investment Research, Inc.  ",,18815,Business,Other,Name,2023,"10,000-49,999",Unknown
14546,12/28/2022 12:00:00 AM,01/24/2023 12:00:00 AM,Unauthorized Access,2021-11-01T00:00:00,,"Zacks Investment Research, Inc.  ",,18815,Business,Other,Username and Password/Security Question Answers,2023,"10,000-49,999",Unknown
14546,12/28/2022 12:00:00 AM,01/24/2023 12:00:00 AM,Unauthorized Access,2021-11-01T00:00:00,,"Zacks Investment Research, Inc.  ",,18815,Business,Other,Email Address and Password/Security Question Answers,2023,"10,000-49,999",Unknown
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Full Date of Birth,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Student ID Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Military ID Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Passport Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Health Insurance Policy or ID Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Medical Information,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Name,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Social Security Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Driver's License or Washington ID Card Number,2023,"1,000-9,999",1-99
14547,11/26/2022 12:00:00 AM,01/25/2023 12:00:00 AM,Cyberattack,2022-11-24T00:00:00,2022-11-26T00:00:00,Quality Behavioral Health,Ransomware,2752,Health,,Financial & Banking Information,2023,"1,000-9,999",1-99
14550,03/01/2022 12:00:00 AM,09/03/2022 12:00:00 AM,Cyberattack,2020-09-18T00:00:00,2022-02-03T00:00:00,"Ballistic Products, Inc.",Malware,1242,Business,Retail,Name,2023,"1,000-9,999",500+
14550,03/01/2022 12:00:00 AM,09/03/2022 12:00:00 AM,Cyberattack,2020-09-18T00:00:00,2022-02-03T00:00:00,"Ballistic Products, Inc.",Malware,1242,Business,Retail,Financial & Banking Information,2023,"1,000-9,999",500+
14550,03/01/2022 12:00:00 AM,09/03/2022 12:00:00 AM,Cyberattack,2020-09-18T00:00:00,2022-02-03T00:00:00,"Ballistic Products, Inc.",Malware,1242,Business,Retail,Other,2023,"1,000-9,999",500+
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Medical Information,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Biometric Data,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Email Address and Password/Security Question Answers,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Name,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Social Security Number,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Driver's License or Washington ID Card Number,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Financial & Banking Information,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Full Date of Birth,2023,"1,000-9,999",100-199
14628,01/17/2023 12:00:00 AM,02/16/2023 12:00:00 AM,Cyberattack,2022-07-12T00:00:00,2023-01-17T00:00:00,Integrative Dentistry,Other,2281,Health,,Health Insurance Policy or ID Number,2023,"1,000-9,999",100-199
14629,12/05/2022 12:00:00 AM,02/03/2023 12:00:00 AM,Cyberattack,2022-11-14T00:00:00,2022-11-14T00:00:00,"Rise Interactive Media & Analytics, LLC",Ransomware,711,Business,Other,Name,2023,500-999,1-99
14629,12/05/2022 12:00:00 AM,02/03/2023 12:00:00 AM,Cyberattack,2022-11-14T00:00:00,2022-11-14T00:00:00,"Rise Interactive Media & Analytics, LLC",Ransomware,711,Business,Other,Health Insurance Policy or ID Number,2023,500-999,1-99
14629,12/05/2022 12:00:00 AM,02/03/2023 12:00:00 AM,Cyberattack,2022-11-14T00:00:00,2022-11-14T00:00:00,"Rise Interactive Media & Analytics, LLC",Ransomware,711,Business,Other,Medical Information,2023,500-999,1-99
14630,01/09/2023 12:00:00 AM,02/05/2023 12:00:00 AM,Theft or Mistake,2022-08-25T00:00:00,2023-01-13T00:00:00,Mutual of America Life Insurance Company,,1043,Finance,,Name,2023,"1,000-9,999",100-199
14630,01/09/2023 12:00:00 AM,02/05/2023 12:00:00 AM,Theft or Mistake,2022-08-25T00:00:00,2023-01-13T00:00:00,Mutual of America Life Insurance Company,,1043,Finance,,Full Date of Birth,2023,"1,000-9,999",100-199
14632,12/15/2022 12:00:00 AM,02/06/2023 12:00:00 AM,Cyberattack,2022-12-13T00:00:00,2022-12-15T00:00:00,Highmark,Phishing,1980,Health,,Name,2023,"1,000-9,999",1-99
14632,12/15/2022 12:00:00 AM,02/06/2023 12:00:00 AM,Cyberattack,2022-12-13T00:00:00,2022-12-15T00:00:00,Highmark,Phishing,1980,Health,,Health Insurance Policy or ID Number,2023,"1,000-9,999",1-99
14632,12/15/2022 12:00:00 AM,02/06/2023 12:00:00 AM,Cyberattack,2022-12-13T00:00:00,2022-12-15T00:00:00,Highmark,Phishing,1980,Health,,Medical Information,2023,"1,000-9,999",1-99
14632,12/15/2022 12:00:00 AM,02/06/2023 12:00:00 AM,Cyberattack,2022-12-13T00:00:00,2022-12-15T00:00:00,Highmark,Phishing,1980,Health,,Other,2023,"1,000-9,999",1-99
14634,12/18/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Unauthorized Access,2023-01-04T00:00:00,2023-01-04T00:00:00,Northwest Mothers Milk Bank,,1153,Non-Profit/Charity,,Name,2023,"1,000-9,999",0
14634,12/18/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Unauthorized Access,2023-01-04T00:00:00,2023-01-04T00:00:00,Northwest Mothers Milk Bank,,1153,Non-Profit/Charity,,Full Date of Birth,2023,"1,000-9,999",0
14634,12/18/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Unauthorized Access,2023-01-04T00:00:00,2023-01-04T00:00:00,Northwest Mothers Milk Bank,,1153,Non-Profit/Charity,,Medical Information,2023,"1,000-9,999",0
14634,12/18/2022 12:00:00 AM,02/09/2023 12:00:00 AM,Unauthorized Access,2023-01-04T00:00:00,2023-01-04T00:00:00,Northwest Mothers Milk Bank,,1153,Non-Profit/Charity,,Other,2023,"1,000-9,999",0
14636,12/12/2022 12:00:00 AM,02/13/2023 12:00:00 AM,Cyberattack,2022-12-12T00:00:00,2022-12-12T00:00:00,Evergreen Treatment Services,Ransomware,11247,Non-Profit/Charity,,Name,2023,"10,000-49,999",0
14636,12/12/2022 12:00:00 AM,02/13/2023 12:00:00 AM,Cyberattack,2022-12-12T00:00:00,2022-12-12T00:00:00,Evergreen Treatment Services,Ransomware,11247,Non-Profit/Charity,,Social Security Number,2023,"10,000-49,999",0
14636,12/12/2022 12:00:00 AM,02/13/2023 12:00:00 AM,Cyberattack,2022-12-12T00:00:00,2022-12-12T00:00:00,Evergreen Treatment Services,Ransomware,11247,Non-Profit/Charity,,Full Date of Birth,2023,"10,000-49,999",0
14636,12/12/2022 12:00:00 AM,02/13/2023 12:00:00 AM,Cyberattack,2022-12-12T00:00:00,2022-12-12T00:00:00,Evergreen Treatment Services,Ransomware,11247,Non-Profit/Charity,,Health Insurance Policy or ID Number,2023,"10,000-49,999",0
14636,12/12/2022 12:00:00 AM,02/13/2023 12:00:00 AM,Cyberattack,2022-12-12T00:00:00,2022-12-12T00:00:00,Evergreen Treatment Services,Ransomware,11247,Non-Profit/Charity,,Medical Information,2023,"10,000-49,999",0
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Name,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Social Security Number,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Driver's License or Washington ID Card Number,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Financial & Banking Information,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Full Date of Birth,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Student ID Number,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Passport Number,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Health Insurance Policy or ID Number,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Medical Information,2023,"1,000-9,999",1-99
14637,05/31/2022 12:00:00 AM,02/15/2023 12:00:00 AM,Cyberattack,2022-04-04T00:00:00,2022-05-31T00:00:00,Asotin County Public Facilities District,Ransomware,1090,Government,,Username and Password/Security Question Answers,2023,"1,000-9,999",1-99
14660,01/31/2023 12:00:00 AM,10/06/2023 12:00:00 AM,Cyberattack,2023-01-16T00:00:00,2023-01-31T00:00:00,Edmonds School District No. 15,Other,89836,Education,,Student ID Number,2024,"50,000-999,999",1-99
14660,01/31/2023 12:00:00 AM,10/06/2023 12:00:00 AM,Cyberattack,2023-01-16T00:00:00,2023-01-31T00:00:00,Edmonds School District No. 15,Other,89836,Education,,Passport Number,2024,"50,000-999,999",1-99
